"","year_harvest","yield_anomaly","NUMD","IRR","ETP_1","ETP_2","ETP_3","ETP_4","ETP_5","ETP_6","ETP_7","ETP_8","ETP_9","PR_1","PR_2","PR_3","PR_4","PR_5","PR_6","PR_7","PR_8","PR_9","RV_1","RV_2","RV_3","RV_4","RV_5","RV_6","RV_7","RV_8","RV_9","SeqPR_1","SeqPR_2","SeqPR_3","SeqPR_4","SeqPR_5","SeqPR_6","SeqPR_7","SeqPR_8","SeqPR_9","Tn_1","Tn_2","Tn_3","Tn_4","Tn_5","Tn_6","Tn_7","Tn_8","Tn_9","Tx_1","Tx_2","Tx_3","Tx_4","Tx_5","Tx_6","Tx_7","Tx_8","Tx_9"
"413",30,0.894070309566572,8,3,0.357334,0.829691,1.36798,1.83541,2.11178,2.90518,4.14626,2.90987,2.32723,5.95299,3.46722,4.87492,5.13053,4.34548,4.47201,1.19834,2.26281,3.72441,52.3763,112.088,145.275,165.135,182.469,222.717,278.663,206.035,184.084,0.59957,0.50023,0.529032,0.573778,0.669677,0.573778,0.175484,0.340645,0.348,2.62751,-0.227536,1.83903,4.93456,8.22194,10.5382,12.764,13.8556,10.2421,7.70432,6.40356,8.42345,11.9586,15.3412,18.3492,21.995,22.4095,19.5355
"3744",2,-0.462493700712458,70,2,0.426655,0.65738,1.11206,2.14668,2.6922,3.55827,2.55376,2.18921,1.57436,1.49443,1.5828,2.37785,0.442935,1.18289,1.89756,2.92221,2.29969,1.75686,30.1513,55.4155,93.4404,157.276,185.467,220.976,153.616,139.655,111.277,0.639671,0.494131,0.4372,0.304255,0.307138,0.393262,0.554907,0.666781,0.506028,0.596221,1.17773,3.43342,4.58878,8.81816,11.6302,11.9658,12.2078,9.34218,5.5659,6.65879,10.2612,13.1112,19.0858,20.8553,19.4039,20.1319,17.7196
"463",23,0.380386393970459,9,2,0.357962,0.533873,0.998907,2.00725,2.28407,2.69956,2.95527,2.58249,1.47315,2.95905,1.57534,3.02218,0.910882,2.70593,4.13601,2.00667,2.29175,2.63722,36.1596,72.4634,76.6305,163.409,157.061,176.09,187.977,194.38,124.25,0.645161,0.406155,0.805765,0.307092,0.691146,0.47766,0.522649,0.339053,0.402482,-0.401899,-1.83872,5.8527,5.13229,9.073,10.9157,13.4352,11.9527,9.93721,4.71696,4.47601,12.3177,13.6878,16.552,18.5902,21.0323,22.6912,19.5554
"3572",57,0.12845350481296,66,2,0.460815,0.699885,1.27814,2.44636,2.35181,4.11422,2.9007,2.6547,2.3302,4.03408,2.89827,0.803278,2.11285,2.46828,0.471878,1.98215,3.14616,2.18449,34.2621,67.2186,102.671,173.349,160.024,251.7,171.383,159.555,153.12,0.558623,0.519574,0.475806,0.328526,0.498449,0.086218,0.438275,0.493797,0.470192,3.08759,1.29515,4.67758,6.82742,9.24749,11.6699,13.5554,12.5991,8.97226,9.09243,8.01625,10.9177,16.053,16.2886,21.1116,21.5006,21.1503,18.1228
"722",57,0.88738155814505,13,5,1.00677,1.27194,1.92594,3.19453,4.71889,5.60013,6.34741,4.56558,3.07678,2.39182,2.61335,1.93509,2.27147,0.0605804,2.84377,0.0810774,2.40426,1.42987,74.4411,95.8367,131.285,213.367,263.052,296.226,307.314,247.142,179.814,0.27262,0.281359,0.321794,0.176423,0.0314713,0.243089,0.0597954,0.175846,0.146748,2.99758,1.95546,6.39098,8.7268,13.6301,17.9292,21.1681,18.5967,14.0885,10.1491,9.09019,14.1995,18.1061,22.7006,27.7876,31.0288,28.5367,23.0112
"4722",50,0.309740868532742,87,4,0.70063,0.925558,1.46461,2.12106,3.45246,3.61072,4.13608,2.9894,2.26067,1.28974,1.79567,2.25279,1.79507,1.89426,0.700398,0.847146,2.84035,0.511174,36.2092,85.2271,96.9164,149.073,211.003,211.266,226.249,160.432,141.387,0.580645,0.25,0.733871,0.5,0.314516,0.3,0.330645,0.362903,0.266667,4.42802,3.20597,4.68339,6.25599,13.0031,14.4458,15.6813,15.5615,10.5618,9.13845,10.4061,10.6,14.4671,22.0627,22.2019,24.5311,22.8981,19.7978
"2007",20,-0.170225474412097,37,3,0.332845,0.51558,1.19186,1.59493,2.00241,2.73383,3.70179,3.4222,2.54184,4.0099,4.23063,3.69607,3.93997,4.7569,3.99548,1.44839,0.866614,1.42716,43.5171,47.0908,106.577,138.735,148.832,190.713,243.21,233.077,184.141,0.690702,0.75035,0.588235,0.626471,0.671411,0.610458,0.168248,0.207464,0.203268,1.00671,3.8125,4.19205,4.95981,8.8326,11.932,14.1618,13.9599,11.6383,6.38969,9.16606,11.5258,11.7175,15.677,19.4998,22.616,23.7552,22.2457
"799",20,-0.0694177756683301,15,1,0.23092,0.315374,0.903428,1.31247,1.86477,2.73193,3.46604,3.25037,2.38521,5.06749,4.68438,5.34273,3.24526,3.12618,2.67908,2.1523,1.45034,2.19597,46.1685,53.2097,102.647,137.35,161.62,205.273,239.766,236.612,180.741,0.730237,0.701727,0.604041,0.666667,0.640553,0.469597,0.264445,0.231478,0.304029,-1.38598,-0.0573683,1.29304,1.80761,6.0267,9.22667,11.639,11.1728,9.56952,1.94151,3.99684,6.7759,6.46367,11.5302,15.2845,18.7496,19.1331,17.5643
"212",41,0.245381248671768,4,3,0.469307,0.918604,1.32781,1.98647,2.9756,4.24132,4.23403,3.33904,2.06277,2.42421,1.1405,3.2701,3.48364,2.19738,1.02579,2.41876,1.16002,4.62917,87.5852,123.735,153.415,189.014,227.742,289.394,266.903,229.672,165.847,0.295601,0.0727273,0.176833,0.369394,0.397654,0.369394,0.402346,0.253959,0.430909,-3.16265,-5.2331,-1.19617,1.58579,8.33149,9.25296,12.1131,11.7166,8.97021,5.31244,4.86318,9.76346,11.1302,18.3145,20.3565,23.3974,23.7053,20.1032
"5029",32,-1.44821530260508,93,1,0.496222,1.03872,1.75354,2.09335,3.42992,3.12544,4.40156,3.75029,2.06383,1.3735,3.06793,0.559401,1.73336,1.15985,2.77675,1.03172,1.87664,1.03473,41.8707,74.325,151.143,162.552,238.745,204.982,269.193,229.439,160.62,0.356206,0.570218,0.267359,0.450565,0.278568,0.566102,0.196282,0.251504,0.228249,1.69843,4.95469,3.52298,4.26099,10.3117,11.9702,13.8811,14.6216,8.79816,6.78977,12.6653,13.4382,12.6334,21.3097,19.6948,24.822,26.798,20.0746
"1316",54,-0.634239746018173,24,3,0.565622,0.992704,2.18649,2.07418,3.52225,3.50746,3.9108,3.84624,2.77219,1.73302,0.452601,0.701742,4.96191,1.72814,2.22994,1.96147,0.504377,1.8057,54.5843,111.561,163.141,151.972,224.292,214.151,232.15,217.64,170.016,0.517473,0.121049,0.27453,0.614931,0.326277,0.503472,0.370296,0.289315,0.287847,3.436,-2.1349,4.42199,5.0283,10.5873,12.9368,13.6474,15.0024,10.5377,8.16806,4.65444,15.1369,12.6566,19.4698,20.7903,22.6897,26.1176,21.9097
"3353",54,0.705316046502846,62,2,0.360911,0.509598,1.75305,1.65611,2.80772,2.3753,3.14648,3.33583,1.99315,1.99909,0.604562,0.859014,2.81246,1.97203,3.58444,2.92273,0.409183,1.86531,31.4489,72.4815,138.255,135.022,189.944,162.398,197.429,199.129,134.502,0.431108,0.254477,0.32033,0.655814,0.47987,0.662791,0.456614,0.227807,0.31938,1.87619,-3.5029,3.58834,4.39524,10.4045,11.9721,13.4416,14.4418,8.71061,6.68988,3.11272,13.9744,12.5314,18.6213,19.3784,21.7835,25.2794,19.8632
"766",44,-0.939876619963072,14,1,0.556714,1.00234,1.4246,2.47233,3.02019,3.33701,3.52752,2.81601,2.11676,1.74119,4.19607,2.22696,0.743103,2.31662,1.82315,2.00891,2.91892,2.41318,39.1,63.9832,113.926,175.533,198.86,205.543,209.818,170.105,139.177,0.657847,0.704254,0.462124,0.323596,0.567959,0.409738,0.464299,0.524828,0.401498,4.10897,5.36442,4.91631,6.17563,9.22812,11.7403,12.4831,13.5303,10.1905,8.44944,10.4444,11.9978,13.6336,15.8042,18.7912,20.0283,20.7015,18.8508
"2102",13,0.441155705093039,39,1,0.324606,0.409351,0.771554,2.25908,2.06542,2.10075,3.94663,2.152,1.96773,1.88366,0.966298,1.51792,0.752809,2.40733,3.58733,1.11526,2.81308,0.514042,32.4048,64.114,100.73,184.462,161.256,163.269,263.204,164.621,167.459,0.456937,0.378988,0.523645,0.280583,0.479486,0.638835,0.202631,0.494832,0.258252,-0.829746,-0.579186,-1.81021,5.72138,10.264,10.5168,14.5002,13.3779,9.02453,3.73273,4.55059,4.57334,15.9806,18.467,17.5438,24.3976,21.7389,18.8225
"175",4,-0.61850700945454,4,3,0.584872,0.977665,1.24673,2.23354,2.84469,3.67393,4.70415,4.3837,2.43913,2.39237,2.53213,3.40282,2.1273,0.858833,3.54935,0.243524,0.73855,2.92439,73.1788,105.144,140.019,190.317,234.987,266.166,299.859,281.349,187.876,0.25132,0.215584,0.33871,0.38,0.139003,0.611818,0.0868035,0.083871,0.27697,-0.366757,-2.58461,-2.07483,2.68044,5.66884,10.2708,12.538,13.4556,10.1204,3.9239,3.83539,3.73887,9.60537,13.303,17.1628,21.4168,23.7161,17.7306
"916",34,2.66235054032593,17,4,0.762671,1.16169,1.74575,2.97477,4.48829,4.01072,4.47246,3.69463,2.6709,0.579422,1.0704,1.91665,1.65796,1.00794,2.93935,1.6816,4.70349,1.69951,70.0075,106,123.935,199.879,260.754,230.341,245.951,201.95,154.81,0.08739,0.271787,0.470381,0.428182,0.265103,0.531212,0.330792,0.479179,0.347879,0.663551,1.84332,4.7216,5.94925,11.6911,13.6031,15.1412,15.3103,11.2497,6.44983,10.2907,12.7643,14.8585,22.0036,21.4061,24.6729,24.8865,20.7504
"1981",51,0.0309347492098642,36,3,0.468379,0.8556,1.59925,1.817,3.76756,4.12667,5.33611,4.56267,2.69496,2.90013,1.65911,2.91796,4.42316,0.221144,1.76472,0.318874,0.850213,2.37903,62.7212,104.442,149.293,153.289,268.047,265.739,307.928,275.279,184.657,0.586667,0.492857,0.353548,0.570222,0.184516,0.233778,0.0898925,0.140645,0.312444,2.57477,1.65403,4.50978,8.57827,13.4582,15.4771,18.0117,18.9489,15.3619,9.43511,9.23942,12.3529,14.6808,22.1574,23.1994,26.555,27.7693,22.9738
"4030",13,-1.21066214216674,75,4,0.596501,1.4444,1.67697,2.21141,2.52331,3.92042,4.20125,3.87684,2.46636,1.3918,1.87023,2.80698,3.53091,2.79452,1.90019,1.60396,1.57877,7.09098,73.9932,121.538,163.51,192.317,193.834,265.74,264.462,244.83,185.32,0.35023,0.208617,0.256016,0.389418,0.434204,0.414286,0.333333,0.252944,0.277778,1.19082,1.77663,-0.391127,6.33145,9.26029,11.771,15.6534,16.3614,12.5342,5.77791,7.03512,5.17307,12.6131,14.1809,17.8015,22.5829,22.7566,18.8437
"3082",22,-0.15737565516873,57,2,0.313818,0.629979,0.910146,2.46372,2.25401,2.66118,3.40848,3.23948,2.19789,3.71758,3.60396,3.20414,1.03004,3.45758,2.54898,3.05231,2.34027,1.63447,42.7032,75.1717,104.24,199.63,179.079,193.772,232.882,222.203,176.975,0.588403,0.354867,0.556145,0.143038,0.57697,0.547257,0.240098,0.225398,0.0940928,1.24439,4.53606,3.35182,4.31954,8.29296,11.5308,12.253,14.6126,11.9825,5.71638,10.2254,9.92641,12.8203,16.0059,18.4906,21.4938,23.9765,22.6692
"3896",50,0.633375255953498,72,2,0.662901,0.96503,1.39247,2.15936,3.41536,3.70471,3.60874,2.93957,2.06066,2.61158,1.24662,4.29783,1.68768,2.40505,1.69577,1.8458,3.36044,3.31626,37.9367,83.186,98.4979,161.827,218.912,227.204,212.392,170.23,131.166,0.613524,0.337202,0.836849,0.511218,0.368176,0.425641,0.580955,0.616625,0.572115,4.38918,2.31232,3.91634,4.93492,11.3846,11.3852,13.3711,13.9421,9.76115,8.286,8.85849,8.56506,12.3424,19.4709,18.063,21.0196,19.9695,17.4705
"1052",56,1.89337572352447,19,1,0.286139,0.579895,1.86394,2.4799,3.00818,4.43817,3.40075,2.91058,2.58574,5.10802,6.97627,2.34224,2.43353,3.58238,2.2848,4.12225,3.44622,2.40522,48.1809,74.0461,175.154,204.489,232.918,293.477,227.316,216.373,194.59,0.691833,0.846505,0.299245,0.425887,0.620453,0.360993,0.750858,0.607069,0.471631,2.8331,2.31805,2.32462,5.60474,7.88957,13.1476,13.7327,11.8468,11.0403,7.56406,7.30785,12.3666,15.2951,15.6145,22.2722,21.5631,20.174,21.3308
"171",57,-0.961800616547793,3,2,0.370656,0.626927,1.23484,2.64231,3.47915,4.35518,5.10158,3.45252,2.0592,2.13057,1.66344,1.58879,2.00656,1.58212,2.32022,0.478058,2.5748,2.81951,49.1345,88.449,127.784,215.573,250.856,273.247,287.999,217.968,171.679,0.469027,0.450695,0.4833,0.289086,0.327719,0.295575,0.156152,0.22809,0.378761,1.17669,-0.595704,2.93232,6.04696,9.87406,14.0696,16.9195,15.2468,8.70533,6.39016,5.63704,11.1174,16.2864,19.2164,24.218,28.2181,25.9353,18.5413
"3156",39,1.54541559454207,58,5,0.690247,1.11466,2.50002,3.3656,2.89348,2.97035,3.65343,3.5019,3.18904,1.32498,1.27348,0.542515,0.625408,3.36763,4.97928,2.25355,3.93672,1.35613,51.9557,80.5217,177.16,234.523,187.079,180.354,214.186,191.22,182.35,0.387874,0.463425,0.0855033,0.125301,0.500194,0.585141,0.387874,0.44384,0.0915663,2.74466,4.83188,4.91086,5.9859,12.2543,14.0081,15.6561,18.0738,12.2667,8.52572,13.1241,16.9496,19.4753,21.6402,21.8936,24.4299,27.5839,25.1239
"3268",26,-0.581340459599306,61,1,1.00821,1.00809,1.28828,2.69122,2.07659,3.81387,3.65255,3.04165,2.02477,7.16279,2.6469,2.34409,0.496671,2.84565,0.415987,1.15141,0.666297,3.94482,31.2457,63.9643,103.681,205.348,137.198,268.047,244.242,197.538,118.532,0.932088,0.510708,0.329372,0.101754,0.551783,0.256842,0.280815,0.266214,0.573684,4.66827,3.46221,3.8945,5.65179,7.83527,11.5784,13.9391,14.6077,12.4121,8.12719,7.05442,7.81845,12.6614,11.767,17.423,20.876,21.3148,17.3876
"1413",37,0.558707635162279,26,1,0.328369,0.516671,1.1198,1.90893,2.67726,3.22181,3.78888,2.86307,1.24489,7.45356,6.29869,5.95072,2.34716,6.23861,2.21159,3.26383,4.40943,5.83704,42.6092,61.4965,119.77,171.518,211.472,230.558,244.172,198.466,114.637,0.690486,0.781646,0.679869,0.431224,0.449571,0.455274,0.516129,0.605145,0.687342,-2.90906,1.45776,-1.1354,3.75805,7.15801,9.41468,14.7651,12.9484,7.52086,2.92417,7.54496,6.88731,11.6045,16.5185,17.6963,24.1734,21.8295,14.4734
"4953",53,1.00878152582138,91,3,0.577067,0.878708,1.79944,3.25162,3.9714,4.25881,4.22169,3.37284,2.53527,1.22463,1.38908,0.577265,0.456872,0.536238,1.78804,2.68052,2.60146,1.29453,59.5929,81.4374,152.826,223.214,259.223,254.958,247.772,205.795,160.489,0.395087,0.559305,0.286179,0.158716,0.165434,0.244648,0.407517,0.52116,0.452905,1.83769,2.67322,4.23667,7.68886,10.6251,13.0086,13.6996,14.4835,12.2842,6.74573,9.78145,13.4102,20.1605,22.4184,22.5553,22.6519,23.9787,23.1845
"393",10,0.347870868872201,8,3,0.38892,0.374577,1.06747,1.76048,2.41092,3.2697,3.75884,2.4585,1.5791,5.97691,3.028,1.84552,2.26341,6.64988,3.8183,1.42782,3.41217,2.84582,65.9791,77.4833,135.463,177.296,205.43,245.912,258.746,189.737,145.861,0.538925,0.533333,0.31914,0.461778,0.64172,0.365778,0.262796,0.449032,0.571111,0.286794,0.495205,1.43987,4.66554,6.61302,10.7887,12.8984,12.1895,9.80943,5.80495,6.66925,8.19778,12.4316,13.7195,18.0902,21.2294,19.386,18.1209
"1768",7,-0.33475956187215,33,4,0.380371,0.594556,1.37153,1.68305,2.59556,3.44318,3.63779,2.83203,1.48764,2.87599,0.711226,3.16163,2.09718,2.89893,1.75251,1.30639,0.99524,4.88004,52.2889,89.5016,121.355,129.885,189.989,227.059,235.698,191.405,121.57,0.471537,0.10014,0.526882,0.701961,0.435484,0.390523,0.368121,0.179317,0.566667,1.61189,-0.966032,4.52268,6.9969,9.66267,13.3343,14.1353,13.404,10.7674,7.65536,5.78338,12.8927,12.8809,18.4353,21.8898,23.2702,23.5464,19.1889
"537",41,1.34174929336141,10,3,0.691478,1.1909,1.75189,2.35201,2.89818,4.18339,4.57988,3.53235,2.45572,2.66827,1.63117,1.21105,3.63878,4.01814,1.11949,1.50358,2.59657,1.64814,69.3603,89.2338,137.722,165.241,183.069,246.288,250.296,209.789,164.019,0.416063,0.495627,0.274852,0.651361,0.429888,0.331633,0.285056,0.40948,0.389116,3.83287,2.9883,5.89216,7.91001,12.7716,14.4485,17.3585,17.2939,14.4725,9.83042,7.73041,12.6627,15.0215,19.4788,22.3796,26.0435,25.9771,23.9305
"3469",9,-0.828683438277207,65,1,0.267237,0.581149,1.14005,1.71222,2.19681,2.82644,3.55713,2.31161,1.07766,1.84146,2.82545,2.28031,1.47432,2.87684,1.37414,0.958688,2.29379,4.75068,33.6916,68.8424,100.658,155.15,168.354,204.741,237.693,168.715,101,0.408949,0.504224,0.505029,0.256989,0.594173,0.262366,0.12487,0.414499,0.625806,-0.026299,1.50917,3.07583,3.07704,8.1797,10.718,15.1656,12.5314,10.2388,4.00235,6.80263,9.57994,11.4754,16.057,18.7196,24.1329,20.7223,17.4403
"2812",37,0.573561535402884,52,5,0.74542,0.942325,1.84118,2.94355,3.1278,4.28224,4.32376,3.82066,2.12603,4.63211,4.56755,3.49442,0.93685,2.24143,0.947919,2.56087,1.65855,4.4303,51.7925,68.7882,137.049,201.474,201.945,258.656,236.27,212.497,132.764,0.608231,0.572906,0.430033,0.245977,0.449833,0.269885,0.290768,0.358398,0.605977,2.88635,5.11056,3.98954,5.89173,10.6974,13.1199,16.8295,15.7237,10.7461,10.3207,13.0938,13.2173,16.5739,21.2203,22.9495,27.0925,26.447,20.318
"627",17,-0.268932211332151,12,4,0.412146,0.653258,0.616684,1.62986,2.34047,2.89172,3.31629,2.95323,1.55327,1.95805,0.730904,1.3297,1.37102,1.71592,3.73031,1.3655,2.44215,3.41185,30.8748,91.8968,72.0333,139.569,183.265,197.973,228.877,194.862,128.876,0.531613,0.12381,0.63957,0.390667,0.460645,0.465778,0.43914,0.308817,0.484444,3.06607,-0.0699316,2.09635,5.10183,8.69743,12.2815,14.9933,15.331,12.8862,7.15303,5.87405,7.20274,12.2128,16.4709,19.1863,22.7702,23.7155,20.2634
"3960",57,-1.26307677612744,73,2,0.382842,0.622883,1.22305,2.44692,3.29318,4.35427,5.11273,3.49412,1.83829,2.43368,2.3094,2.11976,2.05065,1.71578,2.12443,1.19639,2.97596,3.8712,51.8248,88.7504,128.244,202.774,241.607,278.219,291.785,219.923,155.681,0.539995,0.554297,0.536061,0.334417,0.451613,0.330894,0.215841,0.273538,0.385366,-0.385095,-2.29812,2.18516,5.11617,8.48526,12.7305,15.5224,13.7109,7.84708,5.07248,3.33034,9.44504,14.3613,17.0961,22.1334,26.267,23.4493,16.3988
"2162",17,0.102503197913518,40,1,0.316331,0.640742,0.475178,1.67615,1.89027,2.65963,3.26369,2.48023,1.1939,3.4139,0.679086,2.35258,2.53887,2.23717,2.96118,1.69379,3.42828,4.39358,30.235,106.013,63.9288,147.505,162.727,199.408,238.454,176.157,110.496,0.426042,0.121951,0.638867,0.38374,0.467349,0.566667,0.321007,0.484658,0.558943,2.41848,-0.920712,1.11653,3.94906,7.77548,10.9691,13.4601,14.3595,11.6385,6.86165,8.59667,6.97325,13.082,16.4329,19.4525,23.3035,23.9348,20.4472
"4459",53,0.992162152168222,82,4,0.580608,0.892099,1.81586,2.96831,3.67179,3.76554,3.56069,2.73176,2.1828,2.17356,0.937393,0.587658,0.229892,0.0637852,2.75566,2.68253,2.4696,1.18588,44.2847,68.6539,140.535,183.761,226.609,204.349,200.668,162.317,133.827,0.548387,0.428571,0.225806,0.1,0.0322581,0.6,0.483871,0.387097,0.333333,3.00401,4.21051,5.70216,10.5375,12.0591,14.5265,14.384,15.6148,13.9506,6.73493,8.55342,13.4872,19.9338,21.242,21.7728,21.2799,23.2961,22.6848
"1708",4,-0.0832922569666388,32,4,0.994347,1.53631,1.79271,2.76133,2.90048,4.71191,4.98914,4.77154,2.7801,2.17766,3.0022,2.44904,2.78985,0.444309,1.35486,0.164973,0.984954,3.28918,62.7852,86.7677,122.895,181.468,192.649,267.551,268.503,265.154,168.879,0.278312,0.229483,0.291352,0.350355,0.138984,0.212057,0.100206,0.125601,0.180851,3.79273,1.96855,2.25732,6.98394,9.97585,14.358,16.8395,17.5884,13.7721,9.36065,8.27495,9.79409,15.4459,18.6005,23.555,26.3549,28.732,23.0484
"3107",47,0.427201813160557,57,2,0.465461,0.768843,1.61346,2.26915,3.50026,4.30921,4.74544,3.7713,2.27096,1.52375,1.21149,1.79075,3.58419,2.47991,2.11586,1.58867,1.40902,2.56324,68.8687,102.603,157.184,174.504,235.398,268.724,282.961,235.248,165.994,0.570437,0.299277,0.306656,0.475527,0.290323,0.296203,0.169457,0.365455,0.496203,0.892277,-0.800724,3.00794,7.02574,10.8276,15.5296,15.9865,13.8618,11.9372,6.96034,6.03336,12.7845,15.538,20.8397,26.3195,26.3569,25.2554,22.1192
"3488",28,-0.408779125232168,65,1,0.273703,0.528437,0.853771,1.23049,2.61696,3.72229,3.25879,2.32502,1.61901,5.32644,0.443175,3.81183,3.51003,2.26024,2.06779,1.56259,3.22084,3.08638,26.3223,73.0065,97.3789,111.904,190.489,228.007,214.751,165.071,140.455,0.82761,0.110599,0.492889,0.68638,0.61984,0.344803,0.246618,0.525147,0.296057,-0.174915,-6.26473,1.00397,2.85679,9.39621,12.8346,12.8314,11.9719,7.7999,3.87048,-1.39623,7.751,8.67762,17.032,21.1232,21.3755,20.1324,16.6793
"3102",42,1.12769981986152,57,2,0.361035,0.736072,1.68783,1.99424,2.87898,4.19855,3.7219,3.15574,2.31173,0.594565,3.36268,2.13962,5.34155,2.66158,1.96348,2.53631,1.51582,2.55629,69.4085,84.0417,158.374,161.253,209.433,259.402,239.7,200.931,167.275,0.289506,0.42907,0.227848,0.624894,0.502246,0.3,0.425071,0.278889,0.340506,-0.119823,3.02995,2.67116,6.49158,11.5761,14.4108,13.807,15.108,11.77,6.57475,11.0546,13.5387,15.0665,20.47,23.8568,23.8566,26.7411,23.1401
"4440",33,-0.439796127497527,82,4,0.632634,0.726713,1.36976,2.52724,3.43272,2.85737,3.67726,3.8669,2.29896,2.04537,0.611566,2.22335,1.30084,0.719816,1.9509,1.63048,0.830161,1.56968,45.1459,75.3997,93.6329,180.58,223.035,172.119,209.806,222.557,143.599,0.387097,0.25,0.516129,0.333333,0.354839,0.666667,0.290323,0.0967742,0.266667,3.00541,-0.535289,7.73523,6.40435,8.62941,12.3381,16.8769,16.4193,13.9002,6.55445,4.25919,13.5107,15.0377,16.8152,18.6169,24.7648,26.6184,22.915
"1916",41,-0.0487377054195992,35,5,0.423865,0.437015,0.942406,1.52987,2.5009,3.0585,3.28108,2.15358,1.58765,2.94687,4.05177,3.14452,3.47736,3.51938,3.38134,3.19856,2.68808,2.93455,44.101,57.6488,104.219,134.564,185.232,211.39,214.748,159.231,122.911,0.52575,0.651003,0.542728,0.772515,0.526316,0.544444,0.526316,0.628183,0.533333,0.913947,-1.57791,2.9328,5.79715,11.6612,11.9504,15.5271,14.6778,13.0417,6.73404,2.99964,9.45266,13.0294,18.7778,19.5137,23.3525,22.5466,21.5101
"1770",9,0.0398310826663741,33,4,0.367197,0.676806,1.26323,2.12199,2.50392,3.57697,4.18601,2.92699,1.71267,2.1296,1.02535,1.45987,0.612329,1.75338,1.52652,0.705469,1.51279,1.75063,53.4296,80.8294,118.968,180.559,184.807,240.472,250.709,192.071,134.595,0.316256,0.287465,0.396901,0.289542,0.555977,0.276471,0.236559,0.23814,0.416013,0.984906,2.71296,5.18417,5.1356,9.223,12.0089,16.4088,14.4558,12.2966,7.1202,9.99498,12.7431,14.7275,18.5179,21.6602,26.8827,24.5226,21.7355
"4168",37,-0.00875589251414688,77,1,0.47637,0.662336,1.42351,2.24461,2.92645,3.78523,4.21202,3.24089,1.43718,4.33238,4.1774,2.77137,2.89619,3.63633,1.21804,1.88378,1.40454,3.74078,48.4409,72.6313,135.682,186.129,218.046,260.28,260.819,212.002,121.719,0.621679,0.689601,0.563805,0.47598,0.38093,0.422549,0.295304,0.406309,0.612255,0.436697,3.28767,1.2453,5.41767,8.98979,11.6223,16.5174,14.2086,9.15542,5.62261,9.63439,9.60319,13.6847,18.8426,20.1118,26.7881,25.0712,17.1493
"1194",39,1.42172535917274,22,1,0.409809,0.842622,1.78422,3.06173,3.3973,2.67774,3.96975,3.05072,2.53874,0.701175,3.50431,0.571463,0.523661,2.48275,4.08533,0.874329,2.13605,0.324427,47.3408,61.9253,135.052,223.236,218.318,169.988,237.633,179.23,163.392,0.352493,0.787338,0.516422,0.249394,0.579765,0.788182,0.345748,0.49824,0.303636,0.368331,5.30683,5.53939,4.27629,9.1782,11.3665,12.369,15.2832,10.4124,4.85111,10.5078,13.2075,14.7995,16.6725,17.0143,20.901,24.0987,21.7942
"1",1,-0.348898257202648,1,3,0.480319,0.650041,0.952222,1.91736,2.72082,3.49425,4.28025,3.17082,1.7556,4.05646,0.0364394,4.80483,4.92613,1.31709,2.59149,1.116,2.96198,0.933639,51.0494,103.124,100.325,156.393,212.716,239.995,266.448,220.982,150.517,0.341515,0.0015528,0.317672,0.453623,0.292777,0.43442,0.255961,0.36676,0.269565,-1.33464,-1.56746,4.6396,5.51576,9.00653,12.9011,15.8822,13.3508,12.6009,4.45812,6.99729,12.3422,14.066,18.5257,22.3311,26.4056,23.4798,22.0578
"2640",36,0.456345288624965,49,3,0.485814,0.79337,1.72938,2.44893,3.4783,4.42455,4.64335,3.43094,1.71812,2.9186,3.67775,0.857673,2.27715,2.47915,1.7548,1.04871,2.97569,3.95604,36.7482,63.0379,122.462,177.228,219.625,257.036,259.25,197.571,108.086,0.64722,0.649696,0.357241,0.445745,0.585793,0.0833333,0.237474,0.377145,0.762766,3.60266,3.27365,5.79438,5.18874,9.87801,12.8694,16.6022,15.3485,11.0776,7.97745,8.69804,13.2001,12.7754,18.5709,21.9961,26.987,24.3559,18.0049
"2717",56,2.65388424176949,50,3,0.287842,0.525805,1.34733,2.01392,2.52258,3.79664,2.67795,2.54407,2.06925,5.30685,6.06032,1.96754,2.08592,4.12653,2.47359,7.63804,2.92922,2.03264,47.9044,71.7062,155.442,184.538,208.496,257.141,189.663,198,169.867,0.613168,0.661592,0.183765,0.374317,0.47964,0.395628,0.638551,0.384188,0.368579,0.635502,0.316512,1.62299,5.35557,7.03613,12.4452,12.7195,11.692,10.7538,5.29668,6.163,9.88125,12.9214,14.3821,20.7948,19.409,19.2472,18.5518
"536",40,2.34631614412034,10,3,0.744038,1.38948,2.1071,2.29218,3.48702,4.05256,5.27414,4.29273,2.55787,1.69296,1.32506,1.47675,3.06464,1.40876,1.23546,1.08376,1.40846,2.80165,70.662,118.836,155.427,171.931,214.525,233.739,272.605,226.154,156.694,0.44865,0.207362,0.111257,0.594218,0.329164,0.294898,0.241606,0.233706,0.587755,4.0321,4.50726,5.80741,5.96382,11.9503,14.8765,17.1252,16.904,13.6306,9.72589,12.8258,13.6794,14.1441,19.7521,22.7687,25.5375,26.4675,21.3213
